"name","type","lat","lon","color"
"Mannadi","metro",13.095369,80.286079,"#3281c4"
"அரசினர் தோட்டம்","metro",13.069713,80.273004,"#3281c4"
"Jungametta (u/c)","metro",17.335318,78.468389,""
"Charminar (u/c)","metro",17.361925,78.479991,""
"Shamserganj (u/c)","metro",17.34081,78.468387,""
"Shah Ali Banda (u/c)","metro",17.350774,78.47235,""
"Falaknuma Terminal (u/c)","metro",17.331714,78.469998,""
"Salar Jung Museum (u/c)","metro",17.371782,78.482261,""
"Madavara","metro",13.057421,77.472806,"#009933"
"Chikkabidarakallu","metro",13.052362,77.487915,"#009933"
"Manjunathanagara","metro",13.05009,77.494446,"#009933"
"Nagawara (Proposed)","metro",13.042279,77.624858,""
"Begumpet","metro",17.437566,78.456934,"blue"
"Jayadeva Hospital","metro",12.916731,77.599966,"yellow"
"Benniganahalli","metro",12.996496,77.668479,"#e542de"
"Alandur","metro",13.004256,80.201453,"#53b848"
"Saint Thomas Mount","metro",12.995,80.198582,"#53b848"
"சென்னை விமான நிலையம்","metro",12.980773,80.164183,"#3281c4"
"மீனம்பாக்கம்","metro",12.987639,80.17647,"#3281c4"
"Nanganallur Road","metro",12.999848,80.194003,"#3281c4"
"Ekkattuthangal","metro",13.016922,80.205424,"#53b848"
"Ashok Nagar","metro",13.035477,80.211107,"#53b848"
"Vadapalani","metro",13.050937,80.212065,"#53b848"
"Arumbakkam","metro",13.061675,80.211656,"#53b848"
"சின்னமலை","metro",13.014623,80.224168,"#3281c4"
"கிண்டி","metro",13.009231,80.213095,"#3281c4"
"CMBT","metro",13.06852,80.203984,"#53b848"
"Koyambedu","metro",13.07345,80.194836,"#53b848"
"Pachaiyappa's College","metro",13.075547,80.232852,"#53b848"
"Kilpauk","metro",13.077637,80.242619,"#53b848"
"Nehru Park","metro",13.078784,80.250473,"#53b848"
"Egmore","metro",13.080281,80.263055,"#53b848"
"சைதாப்பேட்டை","metro",13.023939,80.228092,"#3281c4"
"நந்தனம்","metro",13.031681,80.241193,"#3281c4"
"தேனாம்பேட்டை","metro",13.036808,80.246455,"#3281c4"
"ஆயிரம் விளக்கு","metro",13.058516,80.258783,"#3281c4"
"ஏ ஜி டி.எம்.எஸ்","metro",13.045862,80.248303,"#3281c4"
"எல் ஐ சி","metro",13.064372,80.265846,"#3281c4"
"High Court","metro",13.087268,80.284984,"#3281c4"
"Washermanpet","metro",13.107847,80.280949,"#3281c4"
"Whitefield (Kadugodi)","metro",12.995743,77.757949,"#e542de"
"Hopefarm Channasandra","metro",12.987343,77.753803,"#e542de"
"Pattandur Agrahara","metro",12.987639,77.737772,"#e542de"
"Sri Sathya Sai Hospital","metro",12.981195,77.727536,"#e542de"
"Nallurahalli","metro",12.976641,77.724885,"#e542de"
"Kundalahalli","metro",12.977594,77.715559,"#e542de"
"Seetharampalya","metro",12.980856,77.708785,"#e542de"
"Hoodi","metro",12.988803,77.711326,"#e542de"
"Garudacharpalya","metro",12.99345,77.703677,"#e542de"
"Singayyanapalya","metro",12.996545,77.692718,"#e542de"
"Krishnarajapura","metro",12.999902,77.67767,"#e542de"
"Delta Electronics Bommasandra","metro",12.819394,77.688345,"yellow"
"Huskur Road","metro",12.839157,77.677372,"yellow"
"Infosys Foundation Konappana Agrahara","metro",12.846413,77.671166,"yellow"
"Electronic City","metro",12.856505,77.663523,"yellow"
"Beratena Agrahara","metro",12.863867,77.657862,"yellow"
"Hosa Road","metro",12.870749,77.652447,"yellow"
"Singasandra","metro",12.880818,77.644846,"yellow"
"Kudlu Gate","metro",12.889926,77.639216,"yellow"
"Hongasandra","metro",12.901695,77.631986,"yellow"
"Bommanahalli","metro",12.910616,77.626478,"yellow"
"Central Silk Board","metro",12.916582,77.620567,"yellow"
"BTM Layout","metro",12.916588,77.608118,"yellow"
"Ragigudda","metro",12.917081,77.588302,"yellow"
"Dasarahalli","metro",13.043261,77.512553,"#009933"
"Jalahalli","metro",13.03941,77.519735,"#009933"
"Srirampura","metro",12.996525,77.563196,"#009933"
"Meenambakkam","metro",12.987673,80.176479,"#3281c4"
"Chennai International Airport","metro",12.980809,80.164203,"#3281c4"
"Central Metro","metro",13.081688,80.273922,"#3281c4"
"வண்ணாரப்பேட்டை","metro",13.107959,80.281025,"#3281c4"
"Baiyappanahalli","metro",12.990759,77.652361,"#e542de"
"Swami Vivekananda Road","metro",12.985931,77.644897,"#e542de"
"Indiranagar","metro",12.978333,77.638661,"#e542de"
"Halasuru","metro",12.976499,77.626686,"#e542de"
"Trinity","metro",12.973022,77.61702,"#e542de"
"Mahatma Gandhi Road","metro",12.975526,77.60679,"#e542de"
"Cubbon Park","metro",12.980958,77.597576,"#e542de"
"Dr. B. R. Ambedkar Station, Vidhana Soudha","metro",12.978742,77.591639,"#e542de"
"Sir M. Visvesvaraya Stn., Central College","metro",12.97452,77.58422,"#e542de"
"Nadaprabhu Kempegowda Station, Majestic","metro",12.975708,77.572876,"#e542de"
"Krantivira Sangolli Rayanna Railway Station","metro",12.975877,77.565377,"#e542de"
"Magadi Road","metro",12.975632,77.555352,"#e542de"
"Sri Balagangadharanatha Swamiji Station, Hosahalli","metro",12.974293,77.545621,"#e542de"
"Vijayanagar","metro",12.970956,77.537404,"#e542de"
"Attiguppe","metro",12.961893,77.533579,"#e542de"
"Deepanjali Nagar","metro",12.952058,77.537012,"#e542de"
"Mysore Road","metro",12.946718,77.530159,"#e542de"
"Mantri Square Sampige Road","metro",12.990463,77.570729,"#009933"
"Mahakavi Kuvempu Road","metro",12.99853,77.556899,"#009933"
"Rajajinagar","metro",13.000525,77.549657,"#009933"
"Mahalakshmi","metro",13.008047,77.548807,"#009933"
"Sandal Soap Factory","metro",13.014654,77.553984,"#009933"
"Peenya","metro",13.033019,77.533201,"#009933"
"Peenya Industry","metro",13.036318,77.525492,"#009933"
"Yelachenahalli","metro",12.89605,77.570119,"#009933"
"Jaya Prakash Nagar","metro",12.907475,77.573128,"#009933"
"Banashankari","metro",12.915221,77.573598,"#009933"
"Rashtreeya Vidyalaya Road","metro",12.921581,77.580202,"#009933"
"Jayanagar","metro",12.929507,77.580144,"#009933"
"South End Circle","metro",12.938257,77.580056,"#009933"
"Lalbagh","metro",12.946526,77.580016,"#009933"
"National College","metro",12.950527,77.57369,"#009933"
"Krishna Rajendra Market","metro",12.960879,77.574658,"#009933"
"Chickpete","metro",12.966897,77.574557,"#009933"
"S. R. Nagar","metro",17.441707,78.441608,"red"
"HITEC City","metro",17.449005,78.383138,"blue"
"Nagole","metro",17.390768,78.558822,"blue"
"Ameerpet (Red Line)","metro",17.435721,78.444793,"red"
"Yusufguda","metro",17.435113,78.427322,"blue"
"Ameerpet (Blue Line)","metro",17.435286,78.444783,"blue"
"Jubilee Hills Checkpost","metro",17.428197,78.413714,"blue"
"Kukatpally","metro",17.485088,78.411638,"red"
"Uppal","metro",17.399938,78.560159,"blue"
"Stadium","metro",17.4074,78.554253,"blue"
"NGRI","metro",17.414826,78.546335,"blue"
"Habsiguda","metro",17.42018,78.540548,"blue"
"Tarnaka","metro",17.428296,78.528441,"blue"
"Mettuguda","metro",17.435521,78.519575,"blue"
"Secunderabad East","metro",17.435718,78.505462,"blue"
"Parade Grounds (Blue Line)","metro",17.443194,78.497469,"blue"
"Paradise","metro",17.443467,78.486244,"blue"
"Rasoolpura","metro",17.443612,78.476405,"blue"
"Prakash Nagar","metro",17.444889,78.465875,"blue"
"Madhura Nagar","metro",17.436965,78.439099,"blue"
"Road No 5 Jubilee Hills","metro",17.430049,78.423207,"blue"
"Peddamma Gudi","metro",17.430651,78.408372,"blue"
"Raidurg","metro",17.44218,78.377182,"blue"
"Parade Grounds (Green Line)","metro",17.444478,78.497584,"green"
"JBS","metro",17.448818,78.496484,"green"
"RTC Cross Roads","metro",17.407032,78.496802,"green"
"Mahatma Gandhi Bus Station (Red Line)","metro",17.379857,78.486202,"red"
"Mahatma Gandhi Bus Station (Green Line)","metro",17.379695,78.485863,"green"
